S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,TR CAPE,Monthly Total Bond Returns,Real Total Bond Returns
9.89,0.77,0.9,14.2,2.51,218.87,16.97,590.2057466063349,19.99,688.12,11.79,15.39,1.0,14.34
9.98,0.75,0.84,14.1,2.49,222.43,16.79,590.2057466063349,18.65,645.89,11.99,15.68,1.0,14.49
10.21,0.74,0.77,14.1,2.48,227.56,16.49,590.2057466063349,17.16,598.01,12.29,16.08,1.0,14.54
12.24,0.71,0.72,14.1,2.46,272.8,15.9,590.2057466063349,16.05,561.9,14.77,19.33,1.0,14.59
12.31,0.69,0.67,14.1,2.44,274.36,15.3,590.2057466063349,14.93,525.31,14.9,19.51,1.0,14.65
11.75,0.66,0.62,14.1,2.43,261.88,14.71,590.2057466063349,13.82,488.38,14.28,18.69,1.0,14.7
11.75,0.66,0.62,14.1,2.43,261.88,14.71,590.2057466063349,13.82,488.38,14.28,18.69,1.0,14.7
13.07,0.56,0.63,14.0,2.39,293.38,12.57,590.2057466063349,14.22,506.2,16.15,21.1,1.0,14.9
12.69,0.51,0.64,14.0,2.38,284.85,11.45,590.2057466063349,14.37,513.25,15.76,20.56,1.0,14.96
12.50,0.51,0.66,14.0,2.36,280.58,11.52,590.2057466063349,14.89,533.78,15.6,20.32,1.0,15.01
12.40,0.52,0.69,13.9,2.35,280.34,11.68,590.2057466063349,15.52,558.46,15.66,20.38,1.0,15.16
12.39,0.52,0.71,13.9,2.34,280.12,11.76,590.2057466063349,16.05,579.46,15.73,20.43,1.0,15.21
10.83,0.52,0.73,13.8,2.32,246.62,11.92,590.2057466063349,16.55,599.76,13.92,18.05,1.0,15.37
11.23,0.53,0.74,13.8,2.31,255.73,11.99,590.2057466063349,16.93,615.92,14.5,18.78,1.0,15.41
11.43,0.53,0.76,13.8,2.3,260.28,12.07,590.2057466063349,17.31,632.16,14.83,19.18,1.0,15.46
11.71,0.54,0.78,13.8,2.29,266.66,12.3,590.2057466063349,17.69,648.51,15.27,19.71,1.0,15.51
11.54,0.55,0.79,13.8,2.27,262.79,12.52,590.2057466063349,18.07,665.05,15.12,19.48,1.0,15.55
12.77,0.56,0.81,14.1,2.26,284.61,12.48,590.2057466063349,18.05,667.01,16.45,21.15,1.0,15.27
12.77,0.56,0.81,14.1,2.26,284.61,12.48,590.2057466063349,18.05,667.01,16.45,21.15,1.0,15.27
12.67,0.6,0.87,14.0,2.24,284.4,13.47,590.2057466063349,19.53,727.09,16.6,21.24,1.0,15.47
12.37,0.62,0.9,14.0,2.22,277.67,13.92,590.2057466063349,20.2,755.31,16.28,20.78,1.0,15.51
12.30,0.62,0.93,13.9,2.21,278.08,14.09,590.2057466063349,21.03,789.42,16.38,20.86,1.0,15.67
12.22,0.63,0.96,14.0,2.19,274.3,14.07,590.2057466063349,21.55,812.52,16.22,20.61,1.0,15.62
12.15,0.63,0.99,14.0,2.17,272.73,14.14,590.2057466063349,22.22,841.53,16.17,20.51,1.0,15.68
12.27,0.64,1.01,14.0,2.15,275.42,14.29,590.2057466063349,22.6,859.4,16.37,20.71,1.0,15.74
10.58,0.64,1.02,14.0,2.12,237.49,14.44,590.2057466063349,22.97,878.05,14.14,17.86,1.0,15.8
9.67,0.65,1.04,14.1,2.1,215.52,14.49,590.2057466063349,23.18,890.99,12.84,16.21,1.0,15.74
9.99,0.66,1.05,14.0,2.08,224.24,14.74,590.2057466063349,23.64,913.84,13.37,16.86,1.0,15.91
10.20,0.66,1.07,14.0,2.06,228.96,14.89,590.2057466063349,23.94,930.42,13.65,17.2,1.0,15.97
10.63,0.67,1.08,14.0,2.04,238.61,15.04,590.2057466063349,24.24,947.0,14.21,17.89,1.0,16.03
10.63,0.67,1.08,14.0,2.04,238.61,15.04,590.2057466063349,24.24,947.0,14.21,17.89,1.0,16.03
10.98,0.67,1.06,14.0,1.99,246.47,15.04,590.2057466063349,23.79,939.05,14.64,18.39,1.0,16.15
10.53,0.67,1.05,14.1,1.97,234.69,14.93,590.2057466063349,23.4,928.49,13.91,17.47,1.0,16.09
10.55,0.67,1.05,14.1,1.95,235.13,15.01,590.2057466063349,23.48,936.39,13.9,17.46,1.0,16.15
9.89,0.68,1.06,14.1,1.99,220.42,15.08,590.2057466063349,23.55,944.71,13.0,16.33,1.0,16.11
9.95,0.68,1.06,14.2,2.04,220.2,15.05,590.2057466063349,23.46,946.38,12.96,16.27,1.0,15.96
9.64,0.68,1.07,14.3,2.08,211.85,15.02,590.2057466063349,23.51,954.23,12.43,15.62,1.0,15.82
9.43,0.69,1.08,14.4,2.12,205.79,14.99,590.2057466063349,23.57,962.26,12.04,15.14,1.0,15.68
9.76,0.69,1.09,14.7,2.16,208.65,14.75,590.2057466063349,23.3,956.96,12.16,15.31,1.0,15.33
10.26,0.69,1.12,14.7,2.21,219.34,14.82,590.2057466063349,24.01,991.77,12.74,16.05,1.0,15.3
10.21,0.7,1.16,14.9,2.25,215.34,14.69,590.2057466063349,24.4,274.7563420724095,12.46,15.7,1.0,15.06
10.24,0.7,1.19,15.1,2.29,213.11,14.57,590.2057466063349,24.77,274.7563420724095,12.28,15.48,1.0,14.83
10.24,0.7,1.19,15.1,2.29,213.11,14.57,590.2057466063349,24.77,274.7563420724095,12.28,15.48,1.0,14.83
9.37,0.71,1.17,15.4,2.38,191.21,14.42,590.2057466063349,23.88,274.7563420724095,10.91,13.78,1.0,14.49
8.76,0.71,1.16,15.5,2.42,177.6,14.39,590.2057466063349,23.52,274.7563420724095,10.09,12.76,1.0,14.37
8.93,0.7,1.12,15.7,2.46,178.74,14.08,590.2057466063349,22.42,960.59,10.1,12.81,1.0,14.16
8.65,0.7,1.08,15.8,2.46,172.04,13.86,590.2057466063349,21.48,926.6,9.68,12.3,1.0,14.1
8.18,0.69,1.04,16.0,2.46,160.66,13.55,590.2057466063349,20.43,887.32,9.0,11.47,1.0,13.95
7.84,0.68,1.02,16.1,2.46,153.03,13.27,590.2057466063349,19.91,871.1,8.54,10.92,1.0,13.89
7.93,0.67,1.0,16.3,2.46,152.89,12.92,590.2057466063349,19.28,849.48,8.51,10.9,1.0,13.75
8.33,0.66,0.98,16.3,2.46,160.6,12.72,590.2057466063349,18.89,837.99,8.91,11.44,1.0,13.78
8.64,0.65,0.97,16.4,2.47,165.56,12.39,590.2057466063349,18.52,826.67,9.15,11.78,1.0,13.72
8.59,0.63,0.95,16.5,2.47,163.6,12.06,590.2057466063349,18.16,815.3,9.01,11.63,1.0,13.67
8.68,0.62,0.94,16.5,2.47,165.32,11.81,590.2057466063349,17.9,808.69,9.08,11.75,1.0,13.69
8.68,0.62,0.94,16.5,2.47,165.32,11.81,590.2057466063349,17.9,808.69,9.08,11.75,1.0,13.69
9.47,0.6,1.0,16.8,2.47,177.14,11.22,590.2057466063349,18.71,854.04,9.66,12.54,1.0,13.5
9.52,0.59,1.03,16.9,2.47,177.02,10.97,590.2057466063349,19.15,878.97,9.62,12.5,1.0,13.45
10.09,0.59,1.04,16.9,2.47,187.62,10.97,590.2057466063349,19.4,894.68,10.15,13.21,1.0,13.47
10.69,0.59,1.06,16.9,2.47,198.78,10.97,590.2057466063349,19.65,910.29,10.71,13.95,1.0,13.5
11.07,0.59,1.07,17.2,2.47,202.26,10.78,590.2057466063349,19.55,909.72,10.85,14.15,1.0,13.29
11.44,0.59,1.08,17.4,2.47,206.61,10.66,590.2057466063349,19.51,911.57,11.04,14.4,1.0,13.17
11.89,0.59,1.09,17.5,2.47,213.51,10.59,590.2057466063349,19.57,918.53,11.36,14.83,1.0,13.12
12.10,0.59,1.1,17.5,2.47,217.28,10.59,590.2057466063349,19.75,930.73,11.52,15.03,1.0,13.14
12.35,0.59,1.09,17.4,2.48,223.05,10.72,590.2057466063349,19.75,934.12,11.77,15.37,1.0,13.24
11.74,0.6,1.09,17.3,2.48,213.26,10.84,590.2057466063349,19.74,937.76,11.21,14.65,1.0,13.35
11.99,0.6,1.08,17.4,2.48,216.55,10.84,590.2057466063349,19.51,930.51,11.34,14.82,1.0,13.3
11.99,0.6,1.08,17.4,2.48,216.55,10.84,590.2057466063349,19.51,930.51,11.34,14.82,1.0,13.3
11.33,0.61,0.99,17.4,2.48,204.63,10.96,590.2057466063349,17.82,857.5,10.63,13.92,1.0,13.35
11.48,0.61,0.94,17.4,2.48,207.34,11.02,590.2057466063349,16.98,820.56,10.74,14.07,1.0,13.38
11.85,0.61,0.94,17.4,2.48,214.02,11.08,590.2057466063349,16.92,821.18,11.05,14.49,1.0,13.4
11.77,0.62,0.93,17.4,2.47,212.57,11.14,590.2057466063349,16.86,821.83,10.95,14.37,1.0,13.44
12.10,0.62,0.93,17.4,2.46,218.53,11.2,590.2057466063349,16.8,822.39,11.22,14.75,1.0,13.48
11.89,0.62,0.93,17.5,2.45,213.51,11.19,590.2057466063349,16.64,818.32,10.94,14.39,1.0,13.44
12.10,0.63,0.92,17.5,2.44,217.28,11.25,590.2057466063349,16.58,818.89,11.1,14.62,1.0,13.48
12.67,0.63,0.92,17.6,2.43,226.23,11.25,590.2057466063349,16.43,814.66,11.53,15.2,1.0,13.44
13.00,0.63,0.91,17.7,2.43,230.81,11.24,590.2057466063349,16.22,807.46,11.74,15.48,1.0,13.4
12.81,0.64,0.91,17.7,2.42,227.44,11.3,590.2057466063349,16.1,804.88,11.54,15.23,1.0,13.44
12.60,0.64,0.9,17.7,2.41,223.71,11.36,590.2057466063349,15.98,802.35,11.33,14.97,1.0,13.48
12.60,0.64,0.9,17.7,2.41,223.71,11.36,590.2057466063349,15.98,802.35,11.33,14.97,1.0,13.48
12.82,0.64,0.92,17.7,2.39,227.61,11.36,590.2057466063349,16.33,826.99,11.48,15.19,1.0,13.56
13.10,0.64,0.93,17.8,2.38,231.28,11.3,590.2057466063349,16.42,834.67,11.64,15.41,1.0,13.52
13.49,0.64,0.94,17.8,2.37,238.16,11.36,590.2057466063349,16.6,846.99,11.96,15.85,1.0,13.55
13.94,0.65,0.95,17.8,2.36,246.11,11.42,590.2057466063349,16.77,859.31,12.34,16.36,1.0,13.6
13.93,0.65,0.96,17.8,2.34,245.93,11.48,590.2057466063349,16.95,871.74,12.32,16.34,1.0,13.64
14.28,0.65,0.97,17.8,2.33,252.11,11.48,590.2057466063349,17.18,887.2,12.63,16.75,1.0,13.69
14.82,0.65,0.99,17.9,2.31,260.18,11.41,590.2057466063349,17.32,897.59,13.04,17.28,1.0,13.66
15.09,0.65,1.0,18.1,2.3,261.99,11.29,590.2057466063349,17.36,902.9,13.13,17.39,1.0,13.55
14.78,0.65,1.0,18.1,2.28,256.61,11.34,590.2057466063349,17.3,903.21,12.87,17.04,1.0,13.59
14.83,0.66,0.99,18.1,2.27,257.48,11.4,590.2057466063349,17.25,903.51,12.92,17.09,1.0,13.64
15.84,0.66,0.99,18.1,2.25,275.02,11.46,590.2057466063349,17.19,903.6,13.8,18.25,1.0,13.68
15.84,0.66,0.99,18.1,2.25,275.02,11.46,590.2057466063349,17.19,903.6,13.8,18.25,1.0,13.68
17.04,0.66,0.97,18.1,2.22,295.85,11.46,590.2057466063349,16.84,891.17,14.85,19.61,1.0,13.77
17.33,0.66,0.96,18.2,2.21,299.23,11.4,590.2057466063349,16.58,879.92,15.02,19.82,1.0,13.74
18.02,0.67,0.94,18.2,2.19,311.15,11.51,590.2057466063349,16.23,864.24,15.62,20.6,1.0,13.78
18.07,0.67,0.92,18.1,2.2,313.73,11.69,590.2057466063349,15.97,853.17,15.76,20.77,1.0,13.88
17.53,0.68,0.9,18.3,2.2,301.03,11.68,590.2057466063349,15.46,828.17,15.13,19.93,1.0,13.74
18.66,0.68,0.88,18.4,2.21,318.7,11.61,590.2057466063349,15.03,807.81,16.04,21.1,1.0,13.69
18.70,0.68,0.86,18.5,2.21,317.65,11.55,590.2057466063349,14.61,787.56,16.01,21.05,1.0,13.63
18.58,0.68,0.84,18.7,2.22,312.24,11.43,590.2057466063349,14.12,763.34,15.77,20.71,1.0,13.51
18.05,0.68,0.86,19.8,2.22,286.48,10.85,590.2057466063349,13.6,737.55,14.51,19.04,1.0,12.77
17.70,0.69,0.87,20.2,2.23,275.36,10.68,590.2057466063349,13.59,739.4,13.98,18.34,1.0,12.54
15.09,0.69,0.89,20.4,2.23,232.46,10.63,590.2057466063349,13.71,748.96,11.84,15.53,1.0,12.43
15.09,0.69,0.89,20.4,2.23,232.46,10.63,590.2057466063349,13.71,748.96,11.84,15.53,1.0,12.43
14.69,0.7,1.0,21.3,2.24,216.73,10.38,590.2057466063349,14.8,815.08,11.11,14.57,1.0,11.94
15.13,0.71,1.06,21.5,2.25,221.15,10.38,590.2057466063349,15.49,856.44,11.37,14.9,1.0,11.85
15.21,0.71,1.13,21.5,2.25,222.32,10.43,590.2057466063349,16.52,916.57,11.47,15.02,1.0,11.86
15.80,0.72,1.2,21.5,2.27,230.94,10.48,590.2057466063349,17.54,977.03,11.95,15.64,1.0,11.87
15.16,0.72,1.27,21.9,2.28,217.54,10.33,590.2057466063349,18.22,274.7563420724095,11.29,14.76,1.0,11.66
14.60,0.73,1.33,21.9,2.3,209.5,10.52,590.2057466063349,19.04,274.7563420724095,10.9,14.24,1.0,11.66
14.34,0.75,1.38,21.9,2.31,205.77,10.71,590.2057466063349,19.85,274.7563420724095,10.73,14.01,1.0,11.67
14.84,0.76,1.44,22.0,2.33,211.98,10.86,590.2057466063349,20.57,274.7563420724095,11.08,14.45,1.0,11.62
15.77,0.77,1.48,22.2,2.35,223.23,10.9,590.2057466063349,20.9,274.7563420724095,11.7,15.23,1.0,11.52
15.46,0.78,1.51,22.5,2.36,215.93,10.89,590.2057466063349,21.14,274.7563420724095,11.34,14.74,1.0,11.38
15.06,0.79,1.55,23.0,2.38,205.77,10.79,590.2057466063349,21.18,274.7563420724095,10.83,14.06,1.0,11.14
15.06,0.79,1.55,23.0,2.38,205.77,10.79,590.2057466063349,21.18,274.7563420724095,10.83,14.06,1.0,11.14
15.27,0.82,1.59,23.1,2.41,207.73,11.2,590.2057466063349,21.63,274.7563420724095,10.98,14.21,1.0,11.1
15.03,0.84,1.61,23.4,2.42,201.85,11.28,590.2057466063349,21.62,274.7563420724095,10.68,13.82,1.0,10.97
14.83,0.84,1.64,23.7,2.44,196.64,11.18,590.2057466063349,21.79,274.7563420724095,10.42,13.47,1.0,10.83
14.10,0.85,1.68,23.5,2.43,188.55,11.32,590.2057466063349,22.42,274.7563420724095,10.0,12.92,1.0,10.96
14.30,0.85,1.71,23.4,2.42,192.04,11.42,590.2057466063349,22.96,274.7563420724095,10.19,13.16,1.0,11.04
15.40,0.85,1.76,23.8,2.41,203.34,11.22,590.2057466063349,23.24,274.7563420724095,10.78,13.91,1.0,10.88
16.15,0.85,1.81,23.9,2.4,212.35,11.18,590.2057466063349,23.8,274.7563420724095,11.24,14.5,1.0,10.87
16.82,0.85,1.86,24.1,2.39,219.33,11.08,590.2057466063349,24.25,274.7563420724095,11.58,14.93,1.0,10.81
16.42,0.86,1.93,24.4,2.38,211.48,11.03,590.2057466063349,24.86,274.7563420724095,11.13,14.34,1.0,10.71
15.94,0.86,2.0,24.5,2.36,204.46,11.07,590.2057466063349,25.65,274.7563420724095,10.72,13.8,1.0,10.7
15.76,0.87,2.07,24.5,2.35,202.15,11.16,590.2057466063349,26.55,274.7563420724095,10.55,13.58,1.0,10.73
15.76,0.87,2.07,24.5,2.35,202.15,11.16,590.2057466063349,26.55,274.7563420724095,10.55,13.58,1.0,10.73
15.29,0.91,2.22,24.2,2.33,198.55,11.82,590.2057466063349,28.79,274.7563420724095,10.25,13.19,1.0,10.93
15.19,0.93,2.29,24.1,2.32,198.07,12.13,590.2057466063349,29.86,274.7563420724095,10.16,13.07,1.0,11.0
15.36,0.95,2.32,24.0,2.31,201.12,12.4,590.2057466063349,30.38,274.7563420724095,10.25,13.19,1.0,11.08
14.77,0.96,2.35,23.8,2.31,195.02,12.72,590.2057466063349,31.03,274.7563420724095,9.87,12.71,1.0,11.2
14.91,0.98,2.38,23.8,2.31,196.87,12.94,590.2057466063349,31.43,274.7563420724095,9.9,12.74,1.0,11.22
14.89,0.99,2.39,23.9,2.31,195.78,13.06,590.2057466063349,31.38,274.7563420724095,9.78,12.59,1.0,11.19
14.78,1.01,2.39,23.8,2.31,195.15,13.29,590.2057466063349,31.6,274.7563420724095,9.69,12.48,1.0,11.26
13.97,1.02,2.4,23.9,2.31,183.69,13.41,590.2057466063349,31.56,274.7563420724095,9.07,11.68,1.0,11.23
14.76,1.03,2.4,23.7,2.32,195.71,13.61,590.2057466063349,31.78,274.7563420724095,9.61,12.38,1.0,11.35
15.29,1.03,2.39,23.8,2.32,201.89,13.64,590.2057466063349,31.6,274.7563420724095,9.85,12.69,1.0,11.32
15.49,1.04,2.39,23.9,2.32,203.67,13.67,590.2057466063349,31.43,274.7563420724095,9.88,12.74,1.0,11.29
15.49,1.04,2.39,23.9,2.32,203.67,13.67,590.2057466063349,31.43,274.7563420724095,9.88,12.74,1.0,11.29
16.11,1.11,2.34,23.8,2.32,212.72,14.61,590.2057466063349,30.94,274.7563420724095,10.22,13.17,1.0,11.38
16.54,1.14,2.32,23.6,2.32,220.24,15.18,590.2057466063349,30.89,274.7563420724095,10.53,13.57,1.0,11.5
16.88,1.15,2.34,23.5,2.32,225.73,15.38,590.2057466063349,31.25,274.7563420724095,10.75,13.85,1.0,11.57
17.21,1.16,2.35,23.5,2.34,230.14,15.51,590.2057466063349,31.47,274.7563420724095,10.91,14.06,1.0,11.57
17.35,1.17,2.37,23.6,2.36,231.03,15.58,590.2057466063349,31.56,274.7563420724095,10.91,14.06,1.0,11.53
17.84,1.18,2.43,23.6,2.38,237.56,15.71,590.2057466063349,32.31,274.7563420724095,11.18,14.39,1.0,11.53
18.44,1.19,2.48,23.7,2.4,244.51,15.78,590.2057466063349,32.93,274.7563420724095,11.46,14.75,1.0,11.48
18.74,1.2,2.54,23.8,2.42,247.44,15.84,590.2057466063349,33.54,274.7563420724095,11.55,14.86,1.0,11.43
17.38,1.24,2.6,24.1,2.45,226.63,16.21,590.2057466063349,33.9,274.7563420724095,10.54,13.55,1.0,11.29
18.43,1.29,2.66,24.3,2.47,238.34,16.64,590.2057466063349,34.4,274.7563420724095,11.04,14.19,1.0,11.2
19.08,1.33,2.72,24.4,2.49,245.74,17.13,590.2057466063349,35.03,274.7563420724095,11.34,14.56,1.0,11.16
19.08,1.33,2.72,24.4,2.49,245.74,17.13,590.2057466063349,35.03,274.7563420724095,11.34,14.56,1.0,11.16
19.83,1.42,2.8,24.7,2.53,252.29,18.11,590.2057466063349,35.62,274.7563420724095,11.54,14.81,1.0,11.03
19.75,1.47,2.84,25.0,2.55,248.26,18.48,590.2057466063349,35.7,274.7563420724095,11.31,14.51,1.0,10.9
21.21,1.49,2.84,25.4,2.57,262.41,18.39,590.2057466063349,35.1,274.7563420724095,11.9,15.26,1.0,10.73
22.00,1.5,2.83,25.7,2.58,269.01,18.38,590.2057466063349,34.65,274.7563420724095,12.14,15.57,1.0,10.62
21.63,1.52,2.83,25.8,2.59,263.46,18.51,590.2057466063349,34.47,274.7563420724095,11.84,15.18,1.0,10.59
21.92,1.53,2.79,25.8,2.6,266.99,18.68,590.2057466063349,34.02,274.7563420724095,11.95,15.31,1.0,10.61
21.93,1.55,2.76,25.9,2.61,266.08,18.77,590.2057466063349,33.45,274.7563420724095,11.86,15.2,1.0,10.58
21.55,1.56,2.72,25.9,2.62,261.47,18.93,590.2057466063349,33.0,274.7563420724095,11.62,14.88,1.0,10.6
21.93,1.55,2.65,25.9,2.63,266.08,18.77,590.2057466063349,32.15,274.7563420724095,11.78,15.09,1.0,10.61
22.89,1.53,2.58,25.9,2.63,277.73,18.6,590.2057466063349,31.3,274.7563420724095,12.26,15.7,1.0,10.63
23.48,1.52,2.51,26.1,2.64,282.71,18.3,590.2057466063349,30.22,274.7563420724095,12.44,15.94,1.0,10.56
23.48,1.52,2.51,26.1,2.64,282.71,18.3,590.2057466063349,30.22,274.7563420724095,12.44,15.94,1.0,10.56
22.71,1.45,2.46,26.4,2.66,270.33,17.22,590.2057466063349,29.32,274.7563420724095,11.85,15.17,1.0,10.47
23.41,1.41,2.44,26.5,2.67,277.61,16.72,590.2057466063349,28.94,274.7563420724095,12.15,15.54,1.0,10.44
24.19,1.41,2.43,26.5,2.68,286.86,16.76,590.2057466063349,28.78,274.7563420724095,12.53,16.02,1.0,10.46
23.75,1.42,2.41,26.3,2.69,283.78,16.93,590.2057466063349,28.84,274.7563420724095,12.36,15.81,1.0,10.55
23.81,1.42,2.4,26.3,2.71,284.5,16.97,590.2057466063349,28.68,274.7563420724095,12.36,15.81,1.0,10.56
23.74,1.43,2.38,26.4,2.72,282.59,17.02,590.2057466063349,28.33,274.7563420724095,12.24,15.66,1.0,10.53
23.73,1.44,2.36,26.4,2.73,282.47,17.14,590.2057466063349,28.09,274.7563420724095,12.2,15.61,1.0,10.55
24.38,1.45,2.34,26.5,2.74,289.11,17.2,590.2057466063349,27.75,274.7563420724095,12.45,15.93,1.0,10.52
25.08,1.45,2.35,26.7,2.76,295.19,17.07,590.2057466063349,27.62,274.7563420724095,12.67,16.21,1.0,10.45
25.18,1.45,2.35,26.7,2.77,296.36,17.07,590.2057466063349,27.7,274.7563420724095,12.68,16.23,1.0,10.47
24.78,1.45,2.36,26.7,2.78,291.66,17.07,590.2057466063349,27.78,274.7563420724095,12.43,15.92,1.0,10.48
24.78,1.45,2.36,26.7,2.78,291.66,17.07,590.2057466063349,27.78,274.7563420724095,12.43,15.92,1.0,10.48
25.03,1.42,2.39,26.7,2.81,294.6,16.75,590.2057466063349,28.09,274.7563420724095,12.47,15.99,1.0,10.5
26.04,1.41,2.4,26.7,2.82,306.49,16.6,590.2057466063349,28.25,274.7563420724095,12.93,16.58,1.0,10.52
26.18,1.41,2.41,26.6,2.83,309.29,16.66,590.2057466063349,28.47,274.7563420724095,13.01,16.67,1.0,10.57
25.86,1.41,2.42,26.5,2.8,306.66,16.72,590.2057466063349,28.7,274.7563420724095,12.86,16.48,1.0,10.66
25.99,1.41,2.43,26.6,2.77,307.05,16.66,590.2057466063349,28.71,274.7563420724095,12.83,16.45,1.0,10.67
24.71,1.41,2.46,26.6,2.83,291.93,16.7,590.2057466063349,29.02,274.7563420724095,12.16,15.59,0.98,10.65
24.84,1.42,2.48,26.7,3.05,292.36,16.67,590.2057466063349,29.23,274.7563420724095,12.14,15.56,1.0,10.43
23.95,1.42,2.51,26.8,3.11,280.84,16.65,590.2057466063349,29.43,274.7563420724095,11.62,14.9,1.02,10.37
24.29,1.42,2.52,26.8,2.93,284.82,16.65,590.2057466063349,29.59,274.7563420724095,11.75,15.07,1.0,10.55
24.39,1.42,2.54,26.9,2.95,284.93,16.59,590.2057466063349,29.63,274.7563420724095,11.72,15.03,1.01,10.52
23.27,1.42,2.55,26.9,2.87,271.85,16.59,590.2057466063349,29.79,274.7563420724095,11.14,14.29,1.02,10.62
23.27,1.42,2.55,26.9,2.87,271.85,16.59,590.2057466063349,29.79,274.7563420724095,11.14,14.29,1.02,10.62
24.50,1.44,2.52,26.9,2.68,286.22,16.82,590.2057466063349,29.48,274.7563420724095,11.64,14.95,1.01,10.84
24.83,1.45,2.51,26.9,2.59,290.07,16.94,590.2057466063349,29.32,274.7563420724095,11.75,15.1,1.01,10.95
25.46,1.46,2.52,26.9,2.48,297.43,17.02,590.2057466063349,29.48,274.7563420724095,12.0,15.43,1.0,11.08
26.02,1.46,2.54,26.9,2.47,303.97,17.1,590.2057466063349,29.63,274.7563420724095,12.22,15.71,1.01,11.12
26.57,1.47,2.55,26.9,2.37,310.4,17.17,590.2057466063349,29.79,274.7563420724095,12.42,15.97,1.01,11.24
27.63,1.46,2.57,26.8,2.29,323.99,17.16,590.2057466063349,30.17,274.7563420724095,12.91,16.6,0.99,11.38
28.73,1.46,2.6,26.9,2.37,335.63,17.02,590.2057466063349,30.34,274.7563420724095,13.31,17.12,1.0,11.28
28.96,1.45,2.62,26.9,2.38,338.32,16.94,590.2057466063349,30.61,274.7563420724095,13.36,17.18,1.01,11.29
30.13,1.46,2.62,26.9,2.3,351.99,17.02,590.2057466063349,30.65,274.7563420724095,13.83,17.78,1.0,11.39
30.73,1.46,2.63,26.9,2.36,359.0,17.1,590.2057466063349,30.69,274.7563420724095,14.04,18.05,1.0,11.36
31.45,1.47,2.63,26.8,2.38,368.78,17.24,590.2057466063349,30.84,274.7563420724095,14.36,18.45,1.0,11.4
31.45,1.47,2.63,26.8,2.38,368.78,17.24,590.2057466063349,30.84,274.7563420724095,14.36,18.45,1.0,11.4
33.44,1.52,2.72,26.8,2.48,392.11,17.78,590.2057466063349,31.93,274.7563420724095,15.12,19.41,1.0,11.35
34.97,1.54,2.77,26.7,2.51,411.59,18.13,590.2057466063349,32.6,274.7563420724095,15.79,20.26,0.99,11.38
35.60,1.55,2.83,26.7,2.61,419.01,18.2,590.2057466063349,33.35,274.7563420724095,15.99,20.5,1.0,11.31
36.79,1.55,2.9,26.7,2.65,433.01,18.28,590.2057466063349,34.09,274.7563420724095,16.44,21.06,1.0,11.29
36.50,1.56,2.96,26.7,2.68,429.6,18.36,590.2057466063349,34.84,274.7563420724095,16.22,20.76,1.0,11.29
37.76,1.56,3.05,26.7,2.75,444.43,18.4,590.2057466063349,35.86,274.7563420724095,16.69,21.33,1.0,11.24
37.60,1.57,3.13,26.7,2.76,442.55,18.44,590.2057466063349,36.88,274.7563420724095,16.52,21.1,1.0,11.26
39.78,1.57,3.22,26.7,2.78,468.2,18.48,590.2057466063349,37.9,274.7563420724095,17.37,22.16,0.99,11.27
42.69,1.59,3.29,26.8,2.9,500.58,18.61,590.2057466063349,38.62,274.7563420724095,18.45,23.5,1.0,11.13
42.43,1.6,3.37,26.8,2.97,497.53,18.8,590.2057466063349,39.48,274.7563420724095,18.22,23.17,1.0,11.09
44.34,1.62,3.44,26.9,2.97,517.99,18.93,590.2057466063349,40.19,274.7563420724095,18.84,23.93,1.01,11.08
44.34,1.62,3.44,26.9,2.97,517.99,18.93,590.2057466063349,40.19,274.7563420724095,18.84,23.93,1.01,11.08
44.95,1.63,3.56,26.9,2.89,525.12,19.08,590.2057466063349,41.59,274.7563420724095,18.84,23.84,1.0,11.21
45.37,1.64,3.62,26.8,2.96,532.0,19.23,590.2057466063349,42.45,274.7563420724095,18.94,23.94,1.01,11.21
44.15,1.67,3.64,26.8,2.9,517.7,19.58,590.2057466063349,42.72,274.7563420724095,18.29,23.08,1.01,11.3
44.43,1.7,3.67,26.8,2.84,520.98,19.93,590.2057466063349,43.0,274.7563420724095,18.27,23.02,0.99,11.38
47.49,1.73,3.69,26.8,2.96,556.86,20.29,590.2057466063349,43.27,274.7563420724095,19.37,24.37,0.98,11.29
48.05,1.75,3.66,26.9,3.18,561.34,20.48,590.2057466063349,42.76,274.7563420724095,19.37,24.34,1.01,11.07
46.54,1.78,3.63,27.0,3.07,541.68,20.68,590.2057466063349,42.25,274.7563420724095,18.54,23.27,1.01,11.16
46.27,1.8,3.6,27.2,3.0,534.58,20.8,590.2057466063349,41.59,274.7563420724095,18.16,22.77,0.99,11.17
48.78,1.81,3.55,27.4,3.11,559.46,20.8,590.2057466063349,40.75,274.7563420724095,18.86,23.62,0.98,11.02
48.49,1.83,3.51,27.3,3.33,558.18,21.03,590.2057466063349,40.37,274.7563420724095,18.67,23.37,1.0,10.88
46.84,1.84,3.46,27.4,3.38,537.21,21.1,590.2057466063349,39.68,274.7563420724095,17.84,22.31,1.01,10.82
46.84,1.84,3.46,27.4,3.38,537.21,21.1,590.2057466063349,39.68,274.7563420724095,17.84,22.31,1.01,10.82
